2020-04-04,Positivity Data from Clinical Laboratories,2020-03-27,Percent Positivity,16.820987654320987
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-28,Count of people tested by CDPHE lab,240
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-28,Count of people tested by non-CDPHE (commercial) lab,1256
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-28,Percent Positivity,16.176470588235293
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-29,Count of people tested by CDPHE lab,372
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-29,Count of people tested by non-CDPHE (commercial) lab,1385
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-29,Percent Positivity,18.952760387023336
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-30,Count of people tested by CDPHE lab,411
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-30,Count of people tested by non-CDPHE (commercial) lab,1445
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-30,Percent Positivity,17.67241379310345
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-31,Count of people tested by CDPHE lab,394
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-31,Count of people tested by non-CDPHE (commercial) lab,1590
2020-04-04,Positivity Data from Clinical Laboratories,2020-03-31,Percent Positivity,19.405241935483872
2020-04-04,Positivity Data from Clinical Laboratories,2020-04-01,Count of people tested by CDPHE lab,337
2020-04-04,Positivity Data from Clinical Laboratories,2020-04-01,Count of people tested by non-CDPHE (commercial) lab,1309
2020-04-04,Positivity Data from Clinical Laboratories,2020-04-01,Percent Positivity,24.30133657351154
2020-04-04,Positivity Data from Clinical Laboratories,2020-04-02,Count of people tested by CDPHE lab,367
2020-04-04,Positivity Data from Clinical Laboratories,2020-04-02,Count of people tested by non-CDPHE (commercial) lab,1460
2020-04-04,Positivity Data from Clinical Laboratories,2020-04-02,Percent Positivity,24.575807334428024
2020-04-04,Positivity Data from Clinical Laboratories,2020-04-03,Count of people tested by CDPHE lab,191
2020-04-04,Positivity Data from Clinical Laboratories,2020-04-03,Count of people tested by non-CDPHE (commercial) lab,1894
2020-04-04,Positivity Data from Clinical Laboratories,2020-04-03,Percent Positivity,18.896882494004796
2020-04-04,Cumulative Number of Cases by Onset Date,2020-02-06,Cases,1
2020-04-04,Cumulative Number of Cases by Onset Date,2020-02-14,Cases,2
2020-04-04,Cumulative Number of Cases by Onset Date,2020-02-15,Cases,3
2020-04-04,Cumulative Number of Cases by Onset Date,2020-02-18,Cases,4
2020-04-04,Cumulative Number of Cases by Onset Date,2020-02-19,Cases,5
2020-04-04,Cumulative Number of Cases by Onset Date,2020-02-20,Cases,9
2020-04-04,Cumulative Number of Cases by Onset Date,2020-02-21,Cases,10
2020-04-04,Cumulative Number of Cases by Onset Date,2020-02-23,Cases,12
2020-04-04,Cumulative Number of Cases by Onset Date,2020-02-24,Cases,14
2020-04-04,Cumulative Number of Cases by Onset Date,2020-02-25,Cases,15
2020-04-04,Cumulative Number of Cases by Onset Date,2020-02-26,Cases,16
2020-04-04,Cumulative Number of Cases by Onset Date,2020-02-27,Cases,20
2020-04-04,Cumulative Number of Cases by Onset Date,2020-02-28,Cases,26
2020-04-04,Cumulative Number of Cases by Onset Date,2020-02-29,Cases,29
2020-04-04,Cumulative Number of Cases by Onset Date,2020-03-01,Cases,49
2020-04-04,Cumulative Number of Cases by Onset Date,2020-03-02,Cases,64
2020-04-04,Cumulative Number of Cases by Onset Date,2020-03-03,Cases,87
2020-04-04,Cumulative Number of Cases by Onset Date,2020-03-04,Cases,113
2020-04-04,Cumulative Number of Cases by Onset Date,2020-03-05,Cases,133
2020-04-04,Cumulative Number of Cases by Onset Date,2020-03-06,Cases,172
2020-04-04,Cumulative Number of Cases by Onset Date,2020-03-07,Cases,203
2020-04-04,Cumulative Number of Cases by Onset Date,2020-03-08,Cases,257
2020-04-04,Cumulative Number of Cases by Onset Date,2020-03-09,Cases,359
2020-04-04,Cumulative Number of Cases by Onset Date,2020-03-10,Cases,461
2020-04-04,Cumulative Number of Cases by Onset Date,2020-03-11,Cases,558
2020-04-04,Cumulative Number of Cases by Onset Date,2020-03-12,Cases,679
2020-04-04,Cumulative Number of Cases by Onset Date,2020-03-13,Cases,814
2020-04-04,Cumulative Number of Cases by Onset Date,2020-03-14,Cases,932
2020-04-04,Cumulative Number of Cases by Onset Date,2020-03-15,Cases,1055
2020-04-04,Cumulative Number of Cases by Onset Date,2020-03-16,Cases,1243
2020-04-04,Cumulative Number of Cases by Onset Date,2020-03-17,Cases,1461
2020-04-04,Cumulative Number of Cases by Onset Date,2020-03-18,Cases,1696
2020-04-04,Cumulative Number of Cases by Onset Date,2020-03-19,Cases,1865
2020-04-04,Cumulative Number of Cases by Onset Date,2020-03-20,Cases,2043
2020-04-04,Cumulative Number of Cases by Onset Date,2020-03-21,Cases,2154
2020-04-04,Cumulative Number of Cases by Onset Date,2020-03-22,Cases,2265
2020-04-04,Cumulative Number of Cases by Onset Date,2020-03-23,Cases,2524
2020-04-04,Cumulative Number of Cases by Onset Date,2020-03-24,Cases,2746
2020-04-04,Cumulative Number of Cases by Onset Date,2020-03-25,Cases,2999
2020-04-04,Cumulative Number of Cases by Onset Date,2020-03-26,Cases,3229
2020-04-04,Cumulative Number of Cases by Onset Date,2020-03-27,Cases,3445
2020-04-04,Cumulative Number of Cases by Onset Date,2020-03-28,Cases,3560
2020-04-04,Cumulative Number of Cases by Onset Date,2020-03-29,Cases,3677
2020-04-04,Cumulative Number of Cases by Onset Date,2020-03-30,Cases,3979
2020-04-04,Cumulative Number of Cases by Onset Date,2020-03-31,Cases,4243
2020-04-04,Cumulative Number of Cases by Onset Date,2020-04-01,Cases,4455
2020-04-04,Cumulative Number of Cases by Onset Date,2020-04-02,Cases,4538
2020-04-04,Cumulative Number of Cases by Onset Date,2020-04-03,Cases,4565
2020-04-04,Cumulative Number of Cases by Onset Date,Note,Data is reported daily around 4pm; subsequent days' data may show differences as cases are reported after this time.,NA
2020-04-04,Cumulative Number of Hospitalizations by Onset Date,2020-02-20,Cases,1
2020-04-04,Cumulative Number of Hospitalizations by Onset Date,2020-02-26,Cases,2
2020-04-04,Cumulative Number of Hospitalizations by Onset Date,2020-02-27,Cases,3
2020-04-04,Cumulative Number of Hospitalizations by Onset Date,2020-02-28,Cases,6
2020-04-04,Cumulative Number of Hospitalizations by Onset Date,2020-03-01,Cases,11
2020-04-04,Cumulative Number of Hospitalizations by Onset Date,2020-03-02,Cases,15
2020-04-04,Cumulative Number of Hospitalizations by Onset Date,2020-03-03,Cases,18
2020-04-04,Cumulative Number of Hospitalizations by Onset Date,2020-03-04,Cases,27
2020-04-04,Cumulative Number of Hospitalizations by Onset Date,2020-03-05,Cases,36
2020-04-04,Cumulative Number of Hospitalizations by Onset Date,2020-03-06,Cases,48
2020-04-04,Cumulative Number of Hospitalizations by Onset Date,2020-03-07,Cases,53
2020-04-04,Cumulative Number of Hospitalizations by Onset Date,2020-03-08,Cases,69
2020-04-04,Cumulative Number of Hospitalizations by Onset Date,2020-03-09,Cases,92
2020-04-04,Cumulative Number of Hospitalizations by Onset Date,2020-03-10,Cases,110
2020-04-04,Cumulative Number of Hospitalizations by Onset Date,2020-03-11,Cases,136
2020-04-04,Cumulative Number of Hospitalizations by Onset Date,2020-03-12,Cases,157
2020-04-04,Cumulative Number of Hospitalizations by Onset Date,2020-03-13,Cases,190
2020-04-04,Cumulative Number of Hospitalizations by Onset Date,2020-03-14,Cases,216
2020-04-04,Cumulative Number of Hospitalizations by Onset Date,2020-03-15,Cases,250
2020-04-04,Cumulative Number of Hospitalizations by Onset Date,2020-03-16,Cases,290
2020-04-04,Cumulative Number of Hospitalizations by Onset Date,2020-03-17,Cases,327
2020-04-04,Cumulative Number of Hospitalizations by Onset Date,2020-03-18,Cases,371
2020-04-04,Cumulative Number of Hospitalizations by Onset Date,2020-03-19,Cases,408
2020-04-04,Cumulative Number of Hospitalizations by Onset Date,2020-03-20,Cases,440
2020-04-04,Cumulative Number of Hospitalizations by Onset Date,2020-03-21,Cases,467
2020-04-04,Cumulative Number of Hospitalizations by Onset Date,2020-03-22,Cases,504
2020-04-04,Cumulative Number of Hospitalizations by Onset Date,2020-03-23,Cases,555
2020-04-04,Cumulative Number of Hospitalizations by Onset Date,2020-03-24,Cases,590
2020-04-04,Cumulative Number of Hospitalizations by Onset Date,2020-03-25,Cases,651
2020-04-04,Cumulative Number of Hospitalizations by Onset Date,2020-03-26,Cases,688
2020-04-04,Cumulative Number of Hospitalizations by Onset Date,2020-03-27,Cases,733
2020-04-04,Cumulative Number of Hospitalizations by Onset Date,2020-03-28,Cases,764
2020-04-04,Cumulative Number of Hospitalizations by Onset Date,2020-03-29,Cases,783
2020-04-04,Cumulative Number of Hospitalizations by Onset Date,2020-03-30,Cases,819
2020-04-04,Cumulative Number of Hospitalizations by Onset Date,2020-03-31,Cases,844
2020-04-04,Cumulative Number of Hospitalizations by Onset Date,2020-04-01,Cases,863
2020-04-04,Cumulative Number of Hospitalizations by Onset Date,2020-04-02,Cases,871
2020-04-04,Cumulative Number of Hospitalizations by Onset Date,2020-04-03,Cases,875
2020-04-04,Cumulative Number of Hospitalizations by Onset Date,Note,Data is reported daily around 4pm; subsequent days' data may show differences as cases are reported after this time.,NA
2020-04-04,Cumulative Number of Deaths by Onset Date,2020-03-01,Cases,3
2020-04-04,Cumulative Number of Deaths by Onset Date,2020-03-02,Cases,4
2020-04-04,Cumulative Number of Deaths by Onset Date,2020-03-04,Cases,7
2020-04-04,Cumulative Number of Deaths by Onset Date,2020-03-05,Cases,9
2020-04-04,Cumulative Number of Deaths by Onset Date,2020-03-06,Cases,10
2020-04-04,Cumulative Number of Deaths by Onset Date,2020-03-07,Cases,12
2020-04-04,Cumulative Number of Deaths by Onset Date,2020-03-08,Cases,19
2020-04-04,Cumulative Number of Deaths by Onset Date,2020-03-09,Cases,23
2020-04-04,Cumulative Number of Deaths by Onset Date,2020-03-10,Cases,24
2020-04-04,Cumulative Number of Deaths by Onset Date,2020-03-11,Cases,27
2020-04-04,Cumulative Number of Deaths by Onset Date,2020-03-13,Cases,30
2020-04-04,Cumulative Number of Deaths by Onset Date,2020-03-14,Cases,34
2020-04-04,Cumulative Number of Deaths by Onset Date,2020-03-15,Cases,40
2020-04-04,Cumulative Number of Deaths by Onset Date,2020-03-16,Cases,47
2020-04-04,Cumulative Number of Deaths by Onset Date,2020-03-17,Cases,51
2020-04-04,Cumulative Number of Deaths by Onset Date,2020-03-18,Cases,52
2020-04-04,Cumulative Number of Deaths by Onset Date,2020-03-19,Cases,58
2020-04-04,Cumulative Number of Deaths by Onset Date,2020-03-20,Cases,62
2020-04-04,Cumulative Number of Deaths by Onset Date,2020-03-21,Cases,66
2020-04-04,Cumulative Number of Deaths by Onset Date,2020-03-22,Cases,70
2020-04-04,Cumulative Number of Deaths by Onset Date,2020-03-23,Cases,78
2020-04-04,Cumulative Number of Deaths by Onset Date,2020-03-24,Cases,84
2020-04-04,Cumulative Number of Deaths by Onset Date,2020-03-25,Cases,97
2020-04-04,Cumulative Number of Deaths by Onset Date,2020-03-26,Cases,104
2020-04-04,Cumulative Number of Deaths by Onset Date,2020-03-27,Cases,109
2020-04-04,Cumulative Number of Deaths by Onset Date,2020-03-28,Cases,113
2020-04-04,Cumulative Number of Deaths by Onset Date,2020-03-29,Cases,114
2020-04-04,Cumulative Number of Deaths by Onset Date,2020-03-30,Cases,120
2020-04-04,Cumulative Number of Deaths by Onset Date,2020-03-31,Cases,123
2020-04-04,Cumulative Number of Deaths by Onset Date,2020-04-01,Cases,125
2020-04-04,Cumulative Number of Deaths by Onset Date,2020-04-02,Cases,126
2020-04-04,Cumulative Number of Deaths by Onset Date,Note,Data is reported daily around 4pm; subsequent days' data may show differences as cases are reported after this time.,NA
2020-04-04,Cumulative Number of Cases by Reported Date,2020-03-05,Cases,8
2020-04-04,Cumulative Number of Cases by Reported Date,2020-03-09,Cases,13
2020-04-04,Cumulative Number of Cases by Reported Date,2020-03-10,Cases,19
2020-04-04,Cumulative Number of Cases by Reported Date,2020-03-11,Cases,38
2020-04-04,Cumulative Number of Cases by Reported Date,2020-03-12,Cases,48
2020-04-04,Cumulative Number of Cases by Reported Date,2020-03-13,Cases,76
2020-04-04,Cumulative Number of Cases by Reported Date,2020-03-14,Cases,108
2020-04-04,Cumulative Number of Cases by Reported Date,2020-03-15,Cases,142
2020-04-04,Cumulative Number of Cases by Reported Date,2020-03-16,Cases,179
2020-04-04,Cumulative Number of Cases by Reported Date,2020-03-17,Cases,208
2020-04-04,Cumulative Number of Cases by Reported Date,2020-03-18,Cases,275
2020-04-04,Cumulative Number of Cases by Reported Date,2020-03-19,Cases,361
2020-04-04,Cumulative Number of Cases by Reported Date,2020-03-20,Cases,475
2020-04-04,Cumulative Number of Cases by Reported Date,2020-03-21,Cases,590
2020-04-04,Cumulative Number of Cases by Reported Date,2020-03-22,Cases,716
2020-04-04,Cumulative Number of Cases by Reported Date,2020-03-23,Cases,906
2020-04-04,Cumulative Number of Cases by Reported Date,2020-03-24,Cases,1081
2020-04-04,Cumulative Number of Cases by Reported Date,2020-03-25,Cases,1411
2020-04-04,Cumulative Number of Cases by Reported Date,2020-03-26,Cases,1707
2020-04-04,Cumulative Number of Cases by Reported Date,2020-03-27,Cases,2034
2020-04-04,Cumulative Number of Cases by Reported Date,2020-03-28,Cases,2276
2020-04-04,Cumulative Number of Cases by Reported Date,2020-03-29,Cases,2609
2020-04-04,Cumulative Number of Cases by Reported Date,2020-03-30,Cases,2937
2020-04-04,Cumulative Number of Cases by Reported Date,2020-03-31,Cases,3322
2020-04-04,Cumulative Number of Cases by Reported Date,2020-04-01,Cases,3722
2020-04-04,Cumulative Number of Cases by Reported Date,2020-04-02,Cases,4171
2020-04-04,Cumulative Number of Cases by Reported Date,2020-04-03,Cases,4565
2020-04-04,Cumulative Number of Cases by Reported Date,Note,Data is reported daily around 4pm; subsequent days' data may show differences as cases are reported after this time.,NA
2020-04-04,Cumulative Number of Hospitalizations by Reported Date,2020-03-09,Cases,3
2020-04-04,Cumulative Number of Hospitalizations by Reported Date,2020-03-10,Cases,5
2020-04-04,Cumulative Number of Hospitalizations by Reported Date,2020-03-11,Cases,7
2020-04-04,Cumulative Number of Hospitalizations by Reported Date,2020-03-12,Cases,9
2020-04-04,Cumulative Number of Hospitalizations by Reported Date,2020-03-13,Cases,13
2020-04-04,Cumulative Number of Hospitalizations by Reported Date,2020-03-14,Cases,18
2020-04-04,Cumulative Number of Hospitalizations by Reported Date,2020-03-15,Cases,20
2020-04-04,Cumulative Number of Hospitalizations by Reported Date,2020-03-16,Cases,26
2020-04-04,Cumulative Number of Hospitalizations by Reported Date,2020-03-17,Cases,32
2020-04-04,Cumulative Number of Hospitalizations by Reported Date,2020-03-18,Cases,41
2020-04-04,Cumulative Number of Hospitalizations by Reported Date,2020-03-19,Cases,53
2020-04-04,Cumulative Number of Hospitalizations by Reported Date,2020-03-20,Cases,71
2020-04-04,Cumulative Number of Hospitalizations by Reported Date,2020-03-21,Cases,97
2020-04-04,Cumulative Number of Hospitalizations by Reported Date,2020-03-22,Cases,126
2020-04-04,Cumulative Number of Hospitalizations by Reported Date,2020-03-23,Cases,169
2020-04-04,Cumulative Number of Hospitalizations by Reported Date,2020-03-24,Cases,205
2020-04-04,Cumulative Number of Hospitalizations by Reported Date,2020-03-25,Cases,263
2020-04-04,Cumulative Number of Hospitalizations by Reported Date,2020-03-26,Cases,326
2020-04-04,Cumulative Number of Hospitalizations by Reported Date,2020-03-27,Cases,390
2020-04-04,Cumulative Number of Hospitalizations by Reported Date,2020-03-28,Cases,450
2020-04-04,Cumulative Number of Hospitalizations by Reported Date,2020-03-29,Cases,539
2020-04-04,Cumulative Number of Hospitalizations by Reported Date,2020-03-30,Cases,637
2020-04-04,Cumulative Number of Hospitalizations by Reported Date,2020-03-31,Cases,711
2020-04-04,Cumulative Number of Hospitalizations by Reported Date,2020-04-01,Cases,774
